poi_id,poi_name,poi_type,address,lat,lng,description,vs_title,vs_addr,vs_tel,vs_lat,vs_lng,vs_content_id,vs_content_type,vs_firstimage,step2_status,step2_match_type,vs_admission_fee,vs_use_time,vs_holiday,vs_homepage,vs_foreign_languages,step2_detail_status,vs_matched,vs_admission_fee_text,vs_admission_fee_value,vs_admission_fee_free,vs_phone
POI_0d386fb86c,Seoul Station (서울역),tourist_spot,,,,,서울역사박물관,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,130361.0,14.0,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,success,exact_kor,무료,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 6:00 | 수요일: 오전 9:00 ~ 오후 6:00 | 목요일: 오전 9:00 ~ 오후 6:00 | 금요일: 오전 9:00 ~ 오후 9:00 | 토요일: 오전 9:00 ~ 오후 6:00 | 일요일: 오전 9:00 ~ 오후 6:00,,서울역사박물관 https://museum.seoul.go.kr,,success,True,무료,0.0,True,02-724-0274
POI_2e84810861,City Hall Main Building (서울시청 본관),tourist_spot,,,,,,,,37.5665851,126.9782038,,,,not_found,short_kor,,"월요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 화요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 수요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 목요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 금요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 토요일: 휴무일 | 일요일: 휴무일",,https://www.seoul.go.kr/main/index.jsp,,,False,,,,02-731-2120
POI_94ab438c6b,City Hall Model (서울시청 모형),tourist_spot,,,,,,,,37.5665851,126.9782038,,,,not_found,short_kor,,"월요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 화요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 수요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 목요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 금요일: 오전 9:00 ~ 오후 12:00, 오후 1:00~6:00 | 토요일: 휴무일 | 일요일: 휴무일",,https://www.seoul.go.kr/main/index.jsp,,,False,,,,02-731-2120
POI_3d2f3244a6,Seoulim (서울림),tourist_spot,,,,,,,,37.5270387,126.9666459,,,,not_found,short_kor,,월요일: 오전 9:30 ~ 오후 6:30 | 화요일: 오전 9:30 ~ 오후 6:30 | 수요일: 오전 9:30 ~ 오후 6:30 | 목요일: 오후 2:00~8:00 | 금요일: 오전 9:30 ~ 오후 6:30 | 토요일: 오전 9:30 ~ 오후 1:00 | 일요일: 휴무일,,http://rimeye.co.kr/,,,False,,,,02-6263-2400
POI_38e6db92d4,Vertical Garden (수직정원),tourist_spot,,,,,,,,37.5681384,126.8332422,,,,not_found,,,월요일: 오전 9:30 ~ 오후 6:00 | 화요일: 오전 9:30 ~ 오후 6:00 | 수요일: 오전 9:30 ~ 오후 6:00 | 목요일: 오전 9:30 ~ 오후 6:00 | 금요일: 오전 9:30 ~ 오후 6:00 | 토요일: 오전 9:30 ~ 오후 6:00 | 일요일: 오전 9:30 ~ 오후 6:00,,http://botanicpark.seoul.go.kr/,,,False,,,,02-2104-9758
POI_8dfe91b0ed,Metaseosa (메타서사),tourist_spot,,,,,,,,37.573819,126.9807846,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 5:00 | 수요일: 휴무일 | 목요일: 오전 10:00 ~ 오후 5:00 | 금요일: 휴무일 | 토요일: 휴무일 | 일요일: 휴무일,,,,,False,,,,010-5705-0258
POI_80c4979ebc,Geoul Pond (거울못),park,,,,,,,,37.5229517,126.9802824,,,,not_found,,,"월요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 화요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 수요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 목요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 금요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 토요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00 | 일요일: 오전 11:00 ~ 오후 4:00, 오후 5:00~9:00",,https://www.cfnmk.or.kr/user/sub/20181019132550153100_contents.do,,,False,,,,02-784-8910
POI_570c7693d3,Cheongjajeong Pavilion (청자정),tourist_spot,,,,,,,,37.522475,126.9795034,,,,not_found,short_kor,,,,,,,False,,,,
POI_10d33005d7,Dragon Falls (미르폭포),park,,,,,,,,37.5222307,126.9821413,,,,not_found,,,월요일: 오전 6:00 ~ 오전 12:00 | 화요일: 오전 6:00 ~ 오전 12:00 | 수요일: 오전 6:00 ~ 오전 12:00 | 목요일: 오전 6:00 ~ 오전 12:00 | 금요일: 오전 6:00 ~ 오전 12:00 | 토요일: 오전 6:00 ~ 오전 12:00 | 일요일: 오전 6:00 ~ 오전 12:00,,,,,False,,,,
POI_6198c145b1,Bosingak Bell (보신각종),history,,,,,,,,37.5697599,126.9836604,,,,not_found,short_kor,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&sngl=Y&ccbaCpno=2331100100000,,,False,,,,
POI_dd960d2220,Stone Buddha (석불),history,,,,,,,,37.5359621,126.9447565,,,,not_found,,,,,http://kb1.templestay.com/index.asp?t_id=seokbulsa,['en'],,False,,,,02-712-1765
POI_7485003f38,Pagoda Garden (석탑정원),park,,,,,,,,37.5949557,126.9624573,,,,not_found,,,월요일: 휴무일 | 화요일: 휴무일 | 수요일: 오전 10:00 ~ 오후 5:00 | 목요일: 오전 10:00 ~ 오후 5:00 | 금요일: 오전 10:00 ~ 오후 5:00 | 토요일: 오전 10:00 ~ 오후 5:00 | 일요일: 오전 10:00 ~ 오후 5:00,,https://seoulmuseum.org/,,,False,,,,050-71446-0100
POI_316426484f,"Subway Line 3, Gyeongbokgung Station Exit 3 (경복궁역 3번 출구)",tourist_spot,,,,,,,,37.575879,126.973567,,,,not_found,short_kor,,,,,,,False,,,,
POI_e55ca45681,Tongui-dong Pine Tree Sites (통의동 백송터),history,,,,,,,,37.577834,126.9726737,,,,not_found,,,,,,['en'],,False,,,,
POI_fd9b87a877,Sangchonjae Hanok House (상촌재),history,,,,,상촌재,서울특별시 종로구 자하문로17길 12-11 (옥인동) 상촌재,,37.5819273005,126.9697547156,2993396.0,12.0,http://tong.visitkorea.or.kr/cms/resource/04/3056504_image2_1.jpg,success,exact_kor,,09:00~18:00,,https://www.jfac.or.kr,['en'],success,True,,,,02-6013-1142
POI_311f38a4df,Ogin-dong Yun Family’s House (오인동 윤씨 가옥),history,,,,,,,,37.5823221,126.9664415,,,,not_found,,,,,,['en'],,False,,,,
POI_48c61b59aa,Suseongdong Valley (수성동계곡),park,,,,,수성동계곡,서울특별시 종로구 옥인동 185-3 (옥인동),,37.5822799198,126.9631997475,2733962.0,12.0,,success,exact_kor,,상시 개방,연중무휴,https://korean.visitseoul.net/,,success,True,,,,02-2148-2844
POI_f259703c2e,Yun Dong-ju’s Boarding House (윤동주 하숙집터),history,,,,,,,,37.5814159,126.9656853,,,,not_found,short_kor,,,,,,,False,,,,
POI_d1328af2c3,Park No-soo Art Museum (박노수미술관),museum,,,,,,,,37.5813071,126.9667955,,,,not_found,,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 6:00 | 수요일: 오전 10:00 ~ 오후 6:00 | 목요일: 오전 10:00 ~ 오후 6:00 | 금요일: 오전 10:00 ~ 오후 6:00 | 토요일: 오전 10:00 ~ 오후 6:00 | 일요일: 오전 10:00 ~ 오후 6:00,,https://www.jfac.or.kr/site/main/content/parkns01,['en'],,False,,,,02-2148-4171
POI_2da9ee8bee,Yi Sang-beom’s House (이상의 가옥),history,,,,,,,,37.5786466,126.9708668,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 5:00 | 수요일: 오전 10:00 ~ 오후 5:00 | 목요일: 오전 10:00 ~ 오후 5:00 | 금요일: 오전 10:00 ~ 오후 5:00 | 토요일: 오전 10:00 ~ 오후 5:00 | 일요일: 오전 10:00 ~ 오후 5:00,,,,,False,,,,050-71319-8374
POI_bd9cacd084,Noh Cheon-myeong’s House (노천명 가옥),history,,,,,,,,37.5807084,126.9650472,,,,not_found,short_kor,,,,,,,False,,,,
POI_54c2c53c88,I Sang’s House (이상의 집),history,,,,,,,,37.5786466,126.9708668,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 10:00 ~ 오후 5:00 | 수요일: 오전 10:00 ~ 오후 5:00 | 목요일: 오전 10:00 ~ 오후 5:00 | 금요일: 오전 10:00 ~ 오후 5:00 | 토요일: 오전 10:00 ~ 오후 5:00 | 일요일: 오전 10:00 ~ 오후 5:00,,,,,False,,,,050-71319-8374
POI_51d62106ba,Geumcheongyo Market (금천교시장),street,,,,,,,,37.5765592,126.9721772,,,,not_found,short_kor,,,,,,,False,,,,
POI_fa7773f73b,Donhwamun-ro (돈화문로),street,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-3668-2300
POI_dc63b3b320,"Donhwamun Gate, Changdeokgung Palace (창덕궁 돈화문)",history,,,,,,,,37.5778747,126.9899825,,,,not_found,short_kor,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_1_1&ccbaCpno=1121103830000,,,False,,,,02-3668-2300
POI_5645fa563b,Yulgok-ro (율곡로),street,,,,,율곡로,서울특별시 종로구 율곡로 (원남동) 일대,,37.5769838749,126.9944914897,250134.0,12.0,http://tong.visitkorea.or.kr/cms/resource/06/3568306_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,,,success,True,,,,
POI_e79a49ba4d,Seosulla-gil (서순라길),street,,,,,서순라길,서울특별시 종로구 종로 150-3 (종로3가),,37.5704207437,126.9942167014,3019162.0,12.0,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image2_1.jpg,success,exact_kor,,상시,연중무휴,https://korean.visitseoul.net/,,success,True,,,,
POI_0f820b733d,Seoul Jewelry Industry Support Center (서울주얼리지원센터),tourist_spot,,,,,,,,37.5744226,126.9918944,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 11:00 ~ 오후 7:00 | 수요일: 오전 11:00 ~ 오후 7:00 | 목요일: 오전 11:00 ~ 오후 7:00 | 금요일: 오전 11:00 ~ 오후 7:00 | 토요일: 오전 11:00 ~ 오후 7:00 | 일요일: 휴무일,,https://www.seouljewelry.or.kr/portal/main/main.do,,,False,,,,02-764-9051
POI_96101352d1,"Oedaemun Gate, Jongmyo Shrine (종묘 외대문)",history,,,,,,,,37.5720817,126.9946018,,,,not_found,short_kor,,월요일: 오전 9:00 ~ 오후 5:00 | 화요일: 휴무일 | 수요일: 오전 9:00 ~ 오후 5:00 | 목요일: 오전 9:00 ~ 오후 5:00 | 금요일: 오전 9:00 ~ 오후 5:00 | 토요일: 오전 9:00 ~ 오후 5:00 | 일요일: 오전 9:00 ~ 오후 5:00,,,,,False,,,,02-765-0195
POI_9b8db60e41,Ikseon-dong Hanok Street (익선동 한옥거리),street,,,,,익선동 한옥거리,서울시 종로구 익선동,,37.5737675037,126.9901419773,2946228.0,12.0,http://tong.visitkorea.or.kr/cms/resource/22/2947522_image2_1.jpg,success,exact_kor,,월요일: 오전 10:00 ~ 오후 9:00 | 화요일: 오전 10:00 ~ 오후 9:00 | 수요일: 오전 11:30 ~ 오후 9:00 | 목요일: 오전 10:00 ~ 오후 9:00 | 금요일: 오전 10:00 ~ 오후 9:00 | 토요일: 오전 10:00 ~ 오후 9:00 | 일요일: 오전 10:00 ~ 오후 9:00,,https://korean.visitseoul.net/palace/%EC%9D%B5%EC%84%A0%EB%8F%99%ED%95%9C%EC%98%A5%EA%B1%B0%EB%A6%AC_/37008,,success,True,,,,02-2148-5243
POI_80ac075a72,Seoul Museum of History (서울역사박물관),museum,,,,,서울역사박물관,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,130361.0,14.0,http://tong.visitkorea.or.kr/cms/resource/87/2661487_image2_1.JPG,success,exact_kor,무료,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 6:00 | 수요일: 오전 9:00 ~ 오후 6:00 | 목요일: 오전 9:00 ~ 오후 6:00 | 금요일: 오전 9:00 ~ 오후 9:00 | 토요일: 오전 9:00 ~ 오후 6:00 | 일요일: 오전 9:00 ~ 오후 6:00,,서울역사박물관 https://museum.seoul.go.kr,['en'],success,True,무료,0.0,True,02-724-0274
POI_4b00b1c75f,Gyeonghuigung Palace (경희궁),history,,,,,경희궁 흥화문,서울특별시 종로구 새문안로 55 (신문로2가),,37.5698981615,126.9707771853,1604784.0,12.0,http://tong.visitkorea.or.kr/cms/resource/55/3384855_image2_1.JPG,success,exact_kor,,09:00~18:00 (입장마감 17:30),매주 월요일 / 1월 1일,https://museum.seoul.go.kr,['en'],success,True,,,,
POI_3518a4791c,Donuimun Museum Village (돈의문박물관마을),museum,,,,,,,,37.5687865,126.9685111,,,,not_found,,,,,http://dmvillage.info/,['en'],,False,,,,02-739-6994
POI_0bcfa77013,Gyeonggyojang House (경교장),history,,,,,서울 경교장,서울특별시 종로구 새문안로 29 (평동),,37.5681816549,126.9686079871,945824.0,12.0,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image2_1.jpeg,success,exact_kor,,09:00~18:00 (입장 마감17:30),매주 월요일 / 1월 1일 / 공휴일,국가유산청 https://www.heritage.go.kr,['en'],success,True,,,,02-735-2038
POI_3ef5f516aa,Seoul City Wall (서울성곽),history,,,,,,,,37.5779633,127.0084459,,,,not_found,short_kor,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,https://seoulcitywall.seoul.go.kr/en/index.do,,,False,,,,
POI_4ed5af89bd,Hong Nanpa’s House (홍난파가옥),tourist_spot,,,,,,,,37.5716481,126.9651077,,,,not_found,short_kor,,,,https://lanpa.co.kr/,,,False,,,,02-2665-7419
POI_217589dace,Site of General Gwon Yul’s House (권율장군집터),history,,,,,,,,37.5729478,126.9638413,,,,not_found,,,,,,['en'],,False,,,,
POI_0c4436e5c0,Dongnimmun Independence Gate (독립문),history,,,,,독립문,서울특별시 서대문구 현저동,,37.5724532182,126.9595142504,127425.0,12.0,http://tong.visitkorea.or.kr/cms/resource/07/3530107_image2_1.JPG,success,exact_kor,,상시 개방,연중무휴,국가유산청 https://www.heritage.go.kr,['en'],success,True,,,,
POI_6b9abe2a29,Dongnipgwan Hall (독립관),history,,,,,독립관,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,1828571.0,12.0,http://tong.visitkorea.or.kr/cms/resource/28/2413928_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://parks.seoul.go.kr,['en'],success,True,,,,02-365-4388
POI_4f9d3bb857,Seodaemun Independence Park (서대문독립공원),park,,,,,서대문독립공원,서울특별시 서대문구 통일로 251 (현저동),,37.5746723659,126.9573421635,128622.0,12.0,http://tong.visitkorea.or.kr/cms/resource/05/3590405_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://www.sdm.go.kr/culture,,success,True,,,,02-3140-8305
POI_f7737ecc38,Geunjeongjeon Hall (근정전),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,palace_fallback:경복궁,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,02-3700-3900
POI_75a482dd96,Gyeonghoeru Pavilion (경회루),history,,,,,경회루,서울특별시 노원구 동일로 1005 (공릉동),,37.6199803173,127.0745301956,2842443.0,39.0,http://tong.visitkorea.or.kr/cms/resource/38/2842438_image2_1.jpg,success,exact_kor,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=1111102240000,['en'],success,True,,,,
POI_8b683d2500,Hyangwonjeong Pavilion (향원정),history,,,,,경복궁,서울특별시 종로구 사직로 161 (세종로),,37.5760836609,126.9767375783,126508.0,12.0,http://tong.visitkorea.or.kr/cms/resource/98/3487598_image2_1.jpg,success,palace_fallback:경복궁,,"[1월~2월/11월~12월]<br>
09:00~17:00 (입장마감 16:00)<br>
[3월~5월/9월~10월]<br>
09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)","매주 화요일 <br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,02-3700-3900
POI_a90d228188,Sinmumun Gate (신무문),history,,,,,,,,37.5835266,126.9755739,,,,not_found,,,월요일: 오전 9:00 ~ 오후 5:00 | 화요일: 휴무일 | 수요일: 오전 9:00 ~ 오후 5:00 | 목요일: 오전 9:00 ~ 오후 5:00 | 금요일: 오전 9:00 ~ 오후 5:00 | 토요일: 오전 9:00 ~ 오후 5:00 | 일요일: 오전 9:00 ~ 오후 5:00,,,['en'],,False,,,,02-3700-3900
POI_f614b4c141,Cheongwadae Sarangchae (청와대 사랑채),museum,,,,,,,,37.5825276,126.9731217,,,,not_found,short_kor,,월요일: 오전 9:00 ~ 오후 6:00 | 화요일: 휴무일 | 수요일: 오전 9:00 ~ 오후 6:00 | 목요일: 오전 9:00 ~ 오후 6:00 | 금요일: 오전 9:00 ~ 오후 6:00 | 토요일: 오전 9:00 ~ 오후 6:00 | 일요일: 오전 9:00 ~ 오후 6:00,,https://cwdsarangchae.kr/ko/main/index.kto#,,,False,,,,
POI_caa9ff396f,Changgyeonggung Palace Ticket Office (창경궁 매표소),tourist_spot,,,,,,,,37.5791262,126.9964198,,,,not_found,short_kor,,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 8:00 | 수요일: 오전 9:00 ~ 오후 8:00 | 목요일: 오전 9:00 ~ 오후 8:00 | 금요일: 오전 9:00 ~ 오후 8:00 | 토요일: 오전 9:00 ~ 오후 8:00 | 일요일: 오전 9:00 ~ 오후 8:00,,https://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/02/information_01.jsp&pageNo=78010100&siteCd=CGG,,,False,,,,02-762-4868
POI_aef65d390c,Honghwamun (홍화문),history,,,,,창경궁 홍화문,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,1605009.0,12.0,http://tong.visitkorea.or.kr/cms/resource/96/3384896_image2_1.JPG,success,exact_kor,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr/,['en'],success,True,,,,02-762-4868
POI_1c659160e2,Myeongjeongmun (명정문),history,,,,,,,,37.5788805,126.9957355,,,,not_found,,,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 9:00 | 수요일: 오전 9:00 ~ 오후 9:00 | 목요일: 오전 9:00 ~ 오후 9:00 | 금요일: 오전 9:00 ~ 오후 9:00 | 토요일: 오전 9:00 ~ 오후 9:00 | 일요일: 오전 9:00 ~ 오후 9:00,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=1121103850000,['en'],,False,,,,02-2148-1114
POI_3c3d9c8d5b,Myeongjeongjeon (명정전),history,,,,,창경궁,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,126511.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/3536794_image2_1.jpg,success,palace_fallback:창경궁,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-762-4868
POI_577295ec98,Munjeongjeon (문정전),history,,,,,,,,37.5785403,126.9948082,,,,not_found,short_kor,,월요일: 오전 6:00 ~ 오전 12:00 | 화요일: 오전 6:00 ~ 오전 12:00 | 수요일: 오전 6:00 ~ 오전 12:00 | 목요일: 오전 6:00 ~ 오전 12:00 | 금요일: 오전 6:00 ~ 오전 12:00 | 토요일: 오전 6:00 ~ 오전 12:00 | 일요일: 오전 6:00 ~ 오전 12:00,,,,,False,,,,
POI_fae7683aa4,Gyeongchunjeon (경춘전),history,,,,,,,,37.5792223,126.993988,,,,not_found,short_kor,,,,https://cgg.cha.go.kr/,,,False,,,,02-762-4868
POI_9345c031d5,Tongmyeongjeon (통명전),history,,,,,창경궁,서울특별시 종로구 창경궁로 185 (와룡동),,37.5789336838,126.9964634775,126511.0,12.0,http://tong.visitkorea.or.kr/cms/resource/94/3536794_image2_1.jpg,success,palace_fallback:창경궁,,09:00~21:00 (입장마감 20:00),"매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-762-4868
POI_47c3b27de2,Chungdangji (춘당지),park,,,,,,,,37.5820794,126.9948976,,,,not_found,,,월요일: 오전 6:00 ~ 오전 12:00 | 화요일: 오전 6:00 ~ 오전 12:00 | 수요일: 오전 6:00 ~ 오전 12:00 | 목요일: 오전 6:00 ~ 오전 12:00 | 금요일: 오전 6:00 ~ 오전 12:00 | 토요일: 오전 6:00 ~ 오전 12:00 | 일요일: 오전 6:00 ~ 오전 12:00,,,,,False,,,,02-762-4868
POI_23aa2014cf,Grand Greenhouse (대온실),tourist_spot,,,,,,,,37.5829452,126.993999,,,,not_found,,,월요일: 휴무일 | 화요일: 오전 9:00 ~ 오후 6:00 | 수요일: 오전 9:00 ~ 오후 6:00 | 목요일: 오전 9:00 ~ 오후 6:00 | 금요일: 오전 9:00 ~ 오후 6:00 | 토요일: 오전 9:00 ~ 오후 6:00 | 일요일: 오전 9:00 ~ 오후 6:00,,https://cgg.cha.go.kr/agapp/public/html/HtmlPage.do?pg=/cgg/02/information_01.jsp&pageNo=78010100&siteCd=CGG,,,False,,,,02-762-9515
POI_876369b5cf,Gwangtonggyo Bridge (광통교),history,,,,,광통교,서울특별시 종로구 서린동,,37.5691539885,126.9811151529,3094518.0,12.0,http://tong.visitkorea.or.kr/cms/resource/11/3094511_image2_1.jpg,success,exact_kor,,상시 개방,연중무휴,https://www.sisul.or.kr/open_content/cheonggye/intro/sculpture.jsp?bridge=gwangtong#bridge,['en'],success,True,,,,
POI_0faae0d129,Samilgyo Bridge (삼일교),tourist_spot,,,,,,,,37.5680194,126.9876003,,,,not_found,,,월요일: 24시간 영업 | 화요일: 24시간 영업 | 수요일: 24시간 영업 | 목요일: 24시간 영업 | 금요일: 24시간 영업 | 토요일: 24시간 영업 | 일요일: 24시간 영업,,,,,False,,,,
POI_bc39d62a4d,Donhwamun (돈화문),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-3668-2300
POI_a35167bace,Geumcheongyo Bridge (금천교),history,,,,,,,,37.4652678,126.8851759,,,,not_found,short_kor,,,,,,,False,,,,010-9811-1159
POI_d9d6b43fd4,Injeongjeon (인정전),history,,,,,,,,37.579495,126.9911424,,,,not_found,short_kor,,월요일: 오전 6:00 ~ 오전 12:00 | 화요일: 오전 6:00 ~ 오전 12:00 | 수요일: 오전 6:00 ~ 오전 12:00 | 목요일: 오전 6:00 ~ 오전 12:00 | 금요일: 오전 6:00 ~ 오전 12:00 | 토요일: 오전 6:00 ~ 오전 12:00 | 일요일: 오전 6:00 ~ 오전 12:00,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?pageNo=1_1_2_0&ccbaCpno=1111102250000,,,False,,,,
POI_1137d2f091,Seonjeongjeon (선정전),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-3668-2300
POI_f3f7dfada5,Huijeongdang (희정당),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,palace_fallback:창덕궁,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-3668-2300
POI_7fc3e526e9,Nakseonjae (낙선재),history,,,,,창덕궁 낙선재,서울특별시 종로구 율곡로 99 (와룡동),,37.5777031595,126.9902446339,1604941.0,12.0,,success,exact_kor,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)","매주 월요일<br>※ 단, 정기휴일이 공휴일 및 대체공휴일과 겹칠 경우에는 개방하며, 그 다음의 첫 번째 비공휴일이 정기휴일임",https://royal.khs.go.kr,['en'],success,True,,,,02-3668-2300
